INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point
 Auburn Meadows Drive and 52 Street SE ,Traffic incident.,4/7/2025 18:18,4/7/2025 18:26,SE,-113.9427968,50.8939126,1,2025-04-07T18:18:4650.8939125968578-113.94279679041533,POINT (-113.94279679041533 50.8939125968578)
 McKenzie Towne Boulevard and Prestwick Boulevard SE ,Traffic incident.,4/7/2025 18:01,4/7/2025 18:26,NW,-113.964747,50.91669454,1,2025-04-07T18:01:4050.91669453776415-113.96474699381596,POINT (-113.96474699381596 50.91669453776415)
 Westbound 114 Avenue and 52 Street SE ,Traffic incident.  Blocking the right lane,4/7/2025 17:10,4/7/2025 18:04,SE,-113.9590742,50.95062356,1,2025-04-07T17:10:1950.950623556922444-113.9590741519711,POINT (-113.9590741519711 50.950623556922444)
 Northbound Deerfoot Trail north of Memorial Drive NE ,Traffic incident.  Blocking the right lane,4/7/2025 16:11,4/7/2025 17:11,NE,-114.0185455,51.05210387,1,2025-04-07T16:11:5751.05210387244012-114.01854546630358,POINT (-114.01854546630358 51.05210387244012)
 Westbound 4 Avenue and 9 Street SW ,There is an incident involving a pedestrian- EMS on site. Blocking the left lane,4/7/2025 16:06,4/7/2025 16:09,SW,-114.0834729,51.04989868,1,2025-04-07T16:06:3651.04989867598871-114.08347289021128,POINT (-114.08347289021128 51.04989867598871)
 Southbound 36 Street and 4 Avenue NE ,Traffic incident. Blocking the middle lane,4/7/2025 15:46,4/7/2025 16:18,NE,-113.9820419,51.05535653,1,2025-04-07T15:46:0051.05535653446826-113.98204190523161,POINT (-113.98204190523161 51.05535653446826)
 44 Street and 26 Avenue SE ,Traffic incident.,4/7/2025 15:21,4/7/2025 15:36,SE,-113.9700086,51.03054698,1,2025-04-07T15:21:5351.03054697961243-113.97000864988627,POINT (-113.97000864988627 51.03054697961243)
 33 Avenue and 18 Street SW ,Traffic incident.,4/7/2025 15:17,4/7/2025 15:24,SW,-114.1045298,51.02399208,1,2025-04-07T15:17:3951.02399207562169-114.10452979921989,POINT (-114.10452979921989 51.02399207562169)
 40 Avenue and Crowchild Trail NW ,Traffic incident.,4/7/2025 15:14,4/7/2025 15:49,NW,-114.1358446,51.08804274,1,2025-04-07T15:14:1151.08804273525464-114.13584455359943,POINT (-114.13584455359943 51.08804273525464)
 Northbound 14 Street and 24 Avenue NW ,Two vehicle incident. Blocking the left lane,4/7/2025 13:14,4/7/2025 13:17,NW,-114.0947333,51.07427692,1,2025-04-07T13:14:1051.07427692439806-114.09473330345082,POINT (-114.09473330345082 51.07427692439806)
 Eastbound Memorial Drive and Centre Street NE ,Traffic incident.,4/7/2025 10:39,4/7/2025 10:41,NE,-114.0624121,51.05375034,1,2025-04-07T10:39:1951.0537503411027-114.06241206110087,POINT (-114.06241206110087 51.0537503411027)
 Eastbound 16 Avenue after Sarcee Trail NW ,Traffic incident.,4/7/2025 9:07,4/7/2025 10:41,NW,-114.1767446,51.07706784,1,2025-04-07T09:07:5051.07706784230012-114.1767445636222,POINT (-114.1767445636222 51.07706784230012)
 Bowness Road and 48 Street NW ,There is an incident involving a pedestrian- EMS on site.,4/7/2025 8:01,4/7/2025 9:08,NW,-114.1637042,51.07503529,1,2025-04-07T08:01:3951.075035292127204-114.16370421593356,POINT (-114.16370421593356 51.075035292127204)
 Westbound Memorial Drive and 9 Street NE ,Traffic incident.,4/7/2025 7:33,4/7/2025 8:02,NE,-114.0416286,51.04936407,1,2025-04-07T07:33:0251.04936406565904-114.04162864039309,POINT (-114.04162864039309 51.04936406565904)
 Southbound Deerfoot Trail and Mcknight Boulevard NE ,Traffic incident.,4/7/2025 6:57,4/7/2025 6:58,NE,-114.0401336,51.09262362,1,2025-04-07T06:57:2251.09262362001656-114.04013358060247,POINT (-114.04013358060247 51.09262362001656)
 25 Avenue and 3 Street SE ,Traffic signals are flashing red.,4/7/2025 5:38,4/7/2025 6:40,SE,-114.0569186,51.03092461,1,2025-04-07T05:38:1751.03092460539706-114.05691863562903,POINT (-114.05691863562903 51.03092460539706)
 Northbound 36 Street at 24 Avenue NE ,Traffic incident. Blocking the right lane,4/6/2025 23:31,4/7/2025 0:35,NE,-113.9815539,51.07419168,1,2025-04-06T23:31:2151.07419168239611-113.98155387059953,POINT (-113.98155387059953 51.07419168239611)
 Southbound Centre Street at 8 Avenue S ,Traffic incident.,4/6/2025 23:23,4/6/2025 23:33,SE,-114.0630035,51.04553198,1,2025-04-06T23:23:2351.045531975332864-114.0630035387351,POINT (-114.0630035387351 51.045531975332864)
 60 Street and 88 Avenue NE  ,Traffic incident.,4/6/2025 19:23,4/6/2025 19:24,NE,-113.9473003,51.13260225,1,2025-04-06T19:23:4451.13260225325808-113.94730034164189,POINT (-113.94730034164189 51.13260225325808)
 Douglasdale Boulevard and Deerfoot Trail SE ,Traffic incident.,4/6/2025 18:07,4/6/2025 18:08,SE,-114.0053038,50.94674131,1,2025-04-06T18:07:3050.94674131426537-114.00530375385111,POINT (-114.00530375385111 50.94674131426537)
 Eastbound 16 Avenue approaching Barlow Trail NE ,Traffic incident. Blocking multiple lanes,4/6/2025 14:20,4/6/2025 14:53,NE,-114.0091695,51.06688326,1,2025-04-06T14:20:2751.06688325856193-114.00916953606009,POINT (-114.00916953606009 51.06688325856193)
 Eastbound 16 Avenue and 8 Street NW ,Traffic incident. Blocking the right lane,4/6/2025 13:51,4/6/2025 13:54,NW,-114.0813732,51.06698807,1,2025-04-06T13:51:1951.066988074169466-114.08137320544007,POINT (-114.08137320544007 51.066988074169466)
 Eastbound 16 Avenue and Bowfort Road NW ,Traffic incident. Blocking the right lane,4/6/2025 13:16,4/6/2025 14:21,NW,-114.2095142,51.08313452,1,2025-04-06T13:16:5451.083134518225215-114.20951424137372,POINT (-114.20951424137372 51.083134518225215)
 Auburn Bay Drive and 52 Street SE ,There is an incident involving a pedestrian- EMS Dispatched.,4/6/2025 11:54,4/6/2025 12:07,SE,-113.9452876,50.8994997,1,2025-04-06T11:54:5250.899499704213156-113.9452875933951,POINT (-113.9452875933951 50.899499704213156)
 Centre Street and 3 Avenue SE ,Traffic incident.,4/6/2025 11:12,4/6/2025 11:56,NW,-114.0626847,51.05028259,1,2025-04-06T11:12:0551.05028258941692-114.06268466006148,POINT (-114.06268466006148 51.05028258941692)
 Eastbound Bow Trail approaching 45 Street SW ,Traffic incident. Blocking the right lane,4/6/2025 3:04,4/6/2025 3:09,SW,-114.1552145,51.04953056,1,2025-04-06T03:04:5351.049530561244104-114.15521447730626,POINT (-114.15521447730626 51.049530561244104)
 Northbound Stoney Trail at McKnight Boulevard NE ,Traffic incident. Blocking the right lane,4/5/2025 22:50,4/5/2025 22:57,NE,-113.9186328,51.09063571,1,2025-04-05T22:50:5651.090635707181185-113.91863283821692,POINT (-113.91863283821692 51.090635707181185)
 Westbound Memorial Drive and Deerfoot Trail SE  ,Traffic incident. Blocking the left lane,4/5/2025 19:32,4/5/2025 19:54,SE,-114.019786,51.0487425,1,2025-04-05T19:32:0051.04874250098442-114.01978604656516,POINT (-114.01978604656516 51.04874250098442)
 45 Avenue and Sarcee Road SW ,Traffic incident.,4/5/2025 19:00,4/5/2025 19:35,SW,-114.138607,51.01380105,1,2025-04-05T19:00:2451.013801052629894-114.13860702760532,POINT (-114.13860702760532 51.013801052629894)
 Northbound Crowchild Trail approaching Stoney Trail NW ,Traffic incident. Blocking the left lane,4/5/2025 18:56,4/5/2025 19:35,NW,-114.2418377,51.13726631,1,2025-04-05T18:56:4351.13726631170363-114.24183768082695,POINT (-114.24183768082695 51.13726631170363)
 39 Avenue and Macleod Trail SE ,Traffic incident.,4/5/2025 16:44,4/5/2025 16:46,SE,-114.0627855,51.01864707,1,2025-04-05T16:44:0751.01864706547702-114.0627855186709,POINT (-114.0627855186709 51.01864706547702)
 52 Street and Mahogany Road SE ,Single vehicle incident.,4/5/2025 15:52,4/5/2025 15:55,NW,-113.942476,50.89384789,1,2025-04-05T15:52:0850.893847891295394-113.94247604837743,POINT (-113.94247604837743 50.893847891295394)
 2 Street and 3 Avenue SW ,Traffic incident.,4/5/2025 13:36,4/5/2025 13:40,SW,-114.0676125,51.05042125,1,2025-04-05T13:36:5251.05042125113618-114.0676124980741,POINT (-114.0676124980741 51.05042125113618)
 Airport Trail and Deerfoot Trail NE ,Traffic incident.,4/5/2025 12:27,4/5/2025 13:39,NE,-114.0383787,51.14158636,1,2025-04-05T12:27:2551.14158636277041-114.03837871099009,POINT (-114.03837871099009 51.14158636277041)
 Country Hills Boulevard and Coventry Hills Boulevard NE ,Traffic incident.,4/5/2025 11:25,4/5/2025 12:28,NE,-114.0528793,51.15429259,1,2025-04-05T11:25:4251.154292593305186-114.0528793128378,POINT (-114.0528793128378 51.154292593305186)
 Eastbound Glenmore Trail and 14 Street SW ,Traffic incident. blocking the right exit lane,4/5/2025 10:57,4/5/2025 11:26,NW,-114.1015958,50.99638927,1,2025-04-05T10:57:3550.996389267361565-114.10159581803677,POINT (-114.10159581803677 50.996389267361565)
 Metis Trail and Airport Trail NE ,Traffic signals are flashing red. Crews have been dispatched,4/5/2025 9:46,4/5/2025 10:58,NE,-113.9735603,51.13995716,1,2025-04-05T09:46:5251.139957162276026-113.97356031660637,POINT (-113.97356031660637 51.139957162276026)
 Southbound Deerfoot Trail and Calf Robe Bridge SE ,Traffic incident. blocking the left lane,4/5/2025 9:30,4/5/2025 9:34,SE,-114.0200122,51.00861254,1,2025-04-05T09:30:1951.00861254239038-114.02001220836979,POINT (-114.02001220836979 51.00861254239038)
 Heritage Meadows Wy East of 11 Street SE ,Traffic signals are flashing red. Crews have been dispatched,4/5/2025 6:07,4/5/2025 6:13,SE,-114.0351993,50.98718346,1,2025-04-05T06:07:3250.987183460185356-114.03519926300937,POINT (-114.03519926300937 50.987183460185356)
 Southbound Deerfoot Trail south of Glenmore Trail SE ,Traffic incident. Blocking the right lane,4/5/2025 3:32,4/5/2025 3:34,SE,-114.0351854,50.98978943,1,2025-04-05T03:32:1950.98978943349602-114.03518542341119,POINT (-114.03518542341119 50.98978943349602)
 Southbound 52 Street at Memorial Drive E ,Traffic incident. Blocking the SB lanes,4/4/2025 21:46,4/4/2025 22:27,NE,-113.9558179,51.05339214,1,2025-04-04T21:46:5651.053392142537085-113.95581790049036,POINT (-113.95581790049036 51.053392142537085)
 Southbound Deerfoot Trail at Stoney Trail SE ,Traffic incident. Blocking the left lanes,4/4/2025 20:46,4/4/2025 21:48,SE,-113.9749304,50.89451977,1,2025-04-04T20:46:2650.89451977423289-113.97493037821366,POINT (-113.97493037821366 50.89451977423289)
 Southampton Drive and 11 Street SW ,There is an incident involving a pedestrian- EMS on site.,4/4/2025 20:05,4/4/2025 20:56,SW,-114.0883859,50.95308128,1,2025-04-04T20:05:3250.9530812775458-114.088385917634,POINT (-114.088385917634 50.9530812775458)
 5 Street and Glenmore Trail SW ,Traffic incident. Blocking multiple lanes,4/4/2025 19:49,4/4/2025 20:49,SW,-114.0765703,50.99454521,1,2025-04-04T19:49:2350.99454520998638-114.07657030622927,POINT (-114.07657030622927 50.99454520998638)
 Crowchild Trail and Twelve Mile Coulee Road NW ,Traffic incident.,4/4/2025 19:42,4/4/2025 21:08,NW,-114.2569244,51.14330006,1,2025-04-04T19:42:1451.14330005979226-114.25692435212872,POINT (-114.25692435212872 51.14330005979226)
 4 Street and Northmount Drive NW ,Traffic incident.,4/4/2025 18:17,4/4/2025 18:45,NW,-114.0714767,51.10265136,1,2025-04-04T18:17:2851.10265136100081-114.071476729823,POINT (-114.071476729823 51.10265136100081)
 Elbow Drive and 49 Avenue SW ,Traffic incident.,4/4/2025 17:23,4/4/2025 18:10,SW,-114.0813776,51.00960545,1,2025-04-04T17:23:4751.00960545070467-114.0813776366617,POINT (-114.0813776366617 51.00960545070467)
 Northbound Deerfoot Trail approaching 32 Avenue NE ,Two vehicle incident. Blocking the right lane,4/4/2025 16:54,4/4/2025 18:21,NE,-114.0284087,51.07666095,1,2025-04-04T16:54:0151.07666095055337-114.02840873400142,POINT (-114.02840873400142 51.07666095055337)
 Northbound Blackfoot Trail at Heritage Drive SE ,Traffic incident. Blocking the left lanes,4/4/2025 16:51,4/4/2025 17:24,SE,-114.0497031,50.98053983,1,2025-04-04T16:51:1750.98053983140255-114.04970306657907,POINT (-114.04970306657907 50.98053983140255)
 Northbound Deerfoot Trail at McKnight Boulevard NE ,Traffic incident. Blocking the right shoulder,4/4/2025 15:35,4/4/2025 15:47,NE,-114.0391225,51.09135148,1,2025-04-04T15:35:4951.09135147626129-114.03912252607448,POINT (-114.03912252607448 51.09135147626129)
 Northbound Deerfoot Trail at McKnight Boulevard NE ,Traffic incident.  Blocking the right lane,4/4/2025 15:35,4/4/2025 15:54,NE,-114.0391736,51.091287,1,2025-04-04T15:35:4951.091287003295996-114.0391735759645,POINT (-114.0391735759645 51.091287003295996)
 Southbound Macleod Trail at Glenmore Trail SW ,Two vehicle incident.,4/4/2025 14:40,4/4/2025 15:38,SW,-114.0717194,50.99492928,1,2025-04-04T14:40:0850.994929276659704-114.0717193960041,POINT (-114.0717193960041 50.994929276659704)
 Southbound Macleod Trail at Glenmore Trail SW ,Two vehicle incident. Blocking the right lane,4/4/2025 14:40,4/4/2025 14:42,SW,-114.0716756,50.99476902,1,2025-04-04T14:40:0850.994769015219156-114.07167555833115,POINT (-114.07167555833115 50.994769015219156)
 Northbound Sarcee Trail and Crowchild Trail NW ,Two vehicle incident. Blocking the left lane,4/4/2025 13:20,4/4/2025 13:39,NW,-114.176218,51.11310218,1,2025-04-04T13:20:1751.11310217745328-114.17621803247287,POINT (-114.17621803247287 51.11310217745328)
 Eastbound 17 Avenue and 14 Street SW ,Traffic incident. Blocking the right lane,4/4/2025 13:14,4/4/2025 13:23,SW,-114.09471,51.03782418,1,2025-04-04T13:14:3851.03782417576717-114.09470999821238,POINT (-114.09470999821238 51.03782417576717)
 Eastbound Glenmore Trail after Crowchild Trail SW ,Traffic incident.,4/4/2025 9:53,4/4/2025 10:12,SW,-114.1126247,50.99912042,1,2025-04-04T09:53:2350.99912041914886-114.11262469714977,POINT (-114.11262469714977 50.99912041914886)
 Auburn Meadows Boulevard and Auburn Bay Drive SE ,There is an incident involving a pedestrian- EMS on site.,4/4/2025 8:09,4/4/2025 9:54,SE,-113.9481541,50.89926098,1,2025-04-04T08:09:0150.899260980444076-113.94815413316213,POINT (-113.94815413316213 50.899260980444076)
 16 Street and 6 Avenue NW ,There is an incident involving a pedestrian- EMS on site.,4/4/2025 7:38,4/4/2025 9:54,NW,-114.0977886,51.05761379,1,2025-04-04T07:38:4251.05761379214053-114.09778857900456,POINT (-114.09778857900456 51.05761379214053)
 14 Street and Berkley Gate NW ,Traffic incident.,4/3/2025 23:28,4/3/2025 23:29,NW,-114.0987834,51.12574543,1,2025-04-03T23:28:2051.125745433620125-114.09878336144918,POINT (-114.09878336144918 51.125745433620125)
 Westbound Glenmore Trail approaching Crowchild Trail SW ,Traffic incident. Blocking the right lane,4/3/2025 21:18,4/3/2025 21:20,SW,-114.1147146,50.99971873,1,2025-04-03T21:18:3050.999718725247526-114.11471458838372,POINT (-114.11471458838372 50.999718725247526)
 University Drive and Crowchild Trail NW ,Traffic incident.,4/3/2025 18:22,4/3/2025 18:37,NW,-114.1195835,51.06639113,1,2025-04-03T18:22:1251.06639112730936-114.11958351653367,POINT (-114.11958351653367 51.06639112730936)
 68 Street and 14 Avenue SE ,Traffic incident.,4/3/2025 17:25,4/3/2025 18:22,SE,-113.9356207,51.04051387,1,2025-04-03T17:25:4151.040513873687594-113.93562068240757,POINT (-113.93562068240757 51.040513873687594)
 Southbound 85 Street and 8a Avenue SW ,There is an incident involving a pedestrian- EMS on site. Blocking the right lane,4/3/2025 17:06,4/3/2025 18:22,SW,-114.2110527,51.06155673,1,2025-04-03T17:06:4951.06155673335818-114.21105269384906,POINT (-114.21105269384906 51.06155673335818)
 Edmonton Trail and 35 Avenue NE ,Traffic incident.,4/3/2025 15:43,4/3/2025 17:09,NE,-114.0522757,51.08410372,1,2025-04-03T15:43:2751.08410371987559-114.0522757264383,POINT (-114.0522757264383 51.08410371987559)
 Southbound Deerfoot Trail and Anderson Road SE ,Traffic incident. Blocking the right lane,4/3/2025 15:30,4/3/2025 17:09,SE,-114.0257922,50.94909151,1,2025-04-03T15:30:4050.94909150885385-114.02579217350359,POINT (-114.02579217350359 50.94909150885385)
 Westbound Memorial Drive and 14 Street NW ,Traffic incident.,4/3/2025 14:57,4/3/2025 15:32,NW,-114.0959388,51.04926486,1,2025-04-03T14:57:5251.0492648619755-114.09593875517233,POINT (-114.09593875517233 51.0492648619755)
 Westbound 17 Avenue and 8 Street SW ,There is an incident involving a pedestrian- EMS on site. Blocking multiple lanes,4/3/2025 14:53,4/3/2025 15:32,SW,-114.0817913,51.03781478,1,2025-04-03T14:53:4951.03781478246516-114.08179134402855,POINT (-114.08179134402855 51.03781478246516)
 Westbound 64 Avenue and 4 Street NW ,Traffic incident. Blocking the right lane,4/3/2025 13:02,4/3/2025 13:06,NW,-114.071087,51.1106326,1,2025-04-03T13:02:0251.11063259985063-114.0710870331332,POINT (-114.0710870331332 51.11063259985063)
 10 Avenue and 1 Street SE ,Traffic incident.,4/3/2025 12:52,4/3/2025 12:53,SE,-114.0607287,51.04325536,1,2025-04-03T12:52:0451.043255360497774-114.06072866217468,POINT (-114.06072866217468 51.043255360497774)
 Westbound McKnight Boulevard and Deerfoot Trail NE ,Single vehicle incident. Blocking the left lane,4/3/2025 10:54,4/3/2025 10:56,NE,-114.0385639,51.09622612,1,2025-04-03T10:54:3051.096226123900884-114.03856386138506,POINT (-114.03856386138506 51.096226123900884)
 Symons Valley Py and Symons Valley Road NW ,Traffic incident. Blocking the left lane,4/3/2025 9:43,4/3/2025 9:46,NW,-114.1320124,51.16791252,1,2025-04-03T09:43:0151.16791252251228-114.13201239107829,POINT (-114.13201239107829 51.16791252251228)
 Southbound Deerfoot Trail and McKnight Boulevard NE ,Stalled vehicle. Blocking the exit lane,4/3/2025 9:26,4/3/2025 10:38,NE,-114.0411894,51.09584937,1,2025-04-03T09:26:0651.095849371036344-114.04118939618319,POINT (-114.04118939618319 51.095849371036344)
 11 Street and 64 Avenue NE ,Traffic incident. The road is closed NB and SB,4/3/2025 8:13,4/3/2025 10:56,NE,-114.0364715,51.10984745,1,2025-04-03T08:13:2151.10984745325208-114.0364715126261,POINT (-114.0364715126261 51.10984745325208)
 Northbound Stoney Trail and Country Hills Boulevard NE ,Traffic incident. Blocking the left lane,4/3/2025 8:12,4/3/2025 9:53,NE,-113.9209709,51.1541662,1,2025-04-03T08:12:0251.15416619913371-113.92097091915952,POINT (-113.92097091915952 51.15416619913371)
 13 Avenue and 6 Street SW ,Traffic incident.,4/3/2025 8:06,4/3/2025 9:53,SW,-114.0766636,51.04086003,1,2025-04-03T08:06:5751.040860027995635-114.07666359222533,POINT (-114.07666359222533 51.040860027995635)
 Westbound 16 Avenue and 52 Street NE ,Multi-vehicle incident. Blocking the right lane,4/3/2025 8:04,4/3/2025 8:16,NE,-113.9633108,51.0671044,1,2025-04-03T08:04:2851.06710440109158-113.96331083719545,POINT (-113.96331083719545 51.06710440109158)
 Westbound Stoney Trail and Beddington Trail NW ,Traffic incident.,4/3/2025 7:41,4/3/2025 8:07,NW,-114.1231412,51.15424755,1,2025-04-03T07:41:3851.15424755126837-114.12314119311478,POINT (-114.12314119311478 51.15424755126837)
 McKnight Boulevard and Deerfoot Trail NE ,Two vehicle incident.,4/3/2025 7:35,4/3/2025 8:16,NE,-114.0410911,51.09609213,1,2025-04-03T07:35:1151.09609212628618-114.0410911045591,POINT (-114.0410911045591 51.09609212628618)
 Southbound 14 Street and Stoney Trail NW ,Traffic incident.,4/3/2025 7:13,4/3/2025 8:16,NW,-114.0953588,51.1738549,1,2025-04-03T07:13:2151.17385489840735-114.0953587784162,POINT (-114.0953587784162 51.17385489840735)
 Eastbound Airport Trail and 60 Street NE ,Traffic incident. Blocking the left lane,4/3/2025 6:54,4/3/2025 7:42,NE,-113.9468491,51.13961052,1,2025-04-03T06:54:4451.13961051521839-113.9468490923995,POINT (-113.9468490923995 51.13961051521839)
 Northbound Stoney Trail and McKnight Boulevard NE ,Traffic incident. Blocking the right lane,4/3/2025 6:47,4/3/2025 8:07,NE,-113.9183482,51.10174654,1,2025-04-03T06:47:1351.10174654299556-113.91834819000823,POINT (-113.91834819000823 51.10174654299556)
 Mcknight Boulevard and Metis Trail NE ,Single vehicle incident.,4/3/2025 6:43,4/3/2025 8:07,NE,-113.9804174,51.09613816,1,2025-04-03T06:43:5051.096138160236364-113.98041744442928,POINT (-113.98041744442928 51.096138160236364)
 Shaganappi Trail and Country Hills Boulevard NW ,Traffic incident.  The road is closed SB between Country Hills Boulevard and Edgemont Boulevard,4/3/2025 6:28,4/3/2025 6:57,NW,-114.121144,51.13712457,1,2025-04-03T06:28:5451.1371245743276-114.12114403773955,POINT (-114.12114403773955 51.1371245743276)
 Eastbound Canyon Meadows Drive approaching Macleod Trail S ,Single vehicle incident. Blocking the right lane,4/3/2025 4:56,4/3/2025 5:00,SW,-114.0709504,50.93245687,1,2025-04-03T04:56:3050.9324568727028-114.07095037215423,POINT (-114.07095037215423 50.9324568727028)
 Eastbound Memorial Drive at Zoo Road NE ,Traffic incident. Blocking the EB lanes. EB traffic detoured via exit ramp,4/3/2025 1:16,4/3/2025 1:22,NE,-114.0362438,51.04779293,1,2025-04-03T01:16:2451.047792926851265-114.03624377560877,POINT (-114.03624377560877 51.047792926851265)
 Canyon Meadows Drive and Queen Charlotte Drive SE ,Traffic incident.,4/2/2025 22:39,4/2/2025 22:40,SE,-114.0230293,50.93171597,1,2025-04-02T22:39:3150.93171596847278-114.02302925478874,POINT (-114.02302925478874 50.93171596847278)
 Eastbound 32 Avenue and Deerfoot Trail NE ,Two vehicle incident.  Blocking the right lane,4/2/2025 21:23,4/2/2025 21:25,NE,-114.0341482,51.0814101,1,2025-04-02T21:23:2751.08141010142215-114.03414823290277,POINT (-114.03414823290277 51.08141010142215)
 Eastbound Memorial Drive and Deerfoot Trail SE ,"Multi-vehicle incident.  Blocking the left lanes, delays in the area",4/2/2025 19:12,4/2/2025 19:19,NW,-114.019786,51.0487425,1,2025-04-02T19:12:1451.04874250098442-114.01978604656516,POINT (-114.01978604656516 51.04874250098442)
 Northbound Deerfoot Trail and 16 Avenue NE ,Two vehicle incident.,4/2/2025 16:37,4/2/2025 17:19,NE,-114.026553,51.06785742,1,2025-04-02T16:37:4451.06785742311988-114.02655296240715,POINT (-114.02655296240715 51.06785742311988)
 3 Street north of 58 Avenue SE ,Traffic incident.,4/2/2025 16:06,4/2/2025 16:38,SE,-114.0570378,51.00218764,1,2025-04-02T16:06:4451.00218764458476-114.05703776719336,POINT (-114.05703776719336 51.00218764458476)
 Southbound Crowchild Trail approaching Kensington Road NW ,Stalled vehicle. Blocking the middle lane,4/2/2025 16:06,4/2/2025 16:09,NW,-114.1180577,51.05415085,1,2025-04-02T16:06:3051.05415084660759-114.11805774174607,POINT (-114.11805774174607 51.05415084660759)
 Falconridge Boulevard and 64 Avenue NE ,"Two vehicle incident. Blocking the northbound left turn lane, and southbound left lane",4/2/2025 15:43,4/2/2025 16:38,NE,-113.9473403,51.11068937,1,2025-04-02T15:43:5151.11068936573859-113.94734026231674,POINT (-113.94734026231674 51.11068936573859)
 New Brighton Heights and New Brighton Drive SE ,Traffic incident.,4/2/2025 15:27,4/2/2025 16:09,SE,-113.9410838,50.91654844,1,2025-04-02T15:27:4250.91654843884851-113.94108380665205,POINT (-113.94108380665205 50.91654843884851)
 Southbound Deerfoot Trail south of Cranston Avenue SE ,Traffic incident.,4/2/2025 15:24,4/2/2025 15:49,SE,-113.963484,50.87573974,1,2025-04-02T15:24:3350.87573974264893-113.96348402942068,POINT (-113.96348402942068 50.87573974264893)
 Ogden Road and Highfield Boulevard SE ,Traffic signals are blank. Power outage in the surrounding area.,4/2/2025 14:54,4/2/2025 15:29,SE,-114.0301126,51.02005338,1,2025-04-02T14:54:0151.020053377464315-114.03011257213231,POINT (-114.03011257213231 51.020053377464315)
 Northbound 36 Street and 14 Avenue SE ,Traffic incident. Blocking the right lane,4/2/2025 14:35,4/2/2025 14:37,SE,-113.9816126,51.04093317,1,2025-04-02T14:35:2651.04093316854499-113.98161256814114,POINT (-113.98161256814114 51.04093316854499)
 Northbound Stoney Trail and 17 Avenue SE ,Traffic incident.,4/2/2025 14:08,4/2/2025 15:49,SE,-113.9206411,51.04016377,1,2025-04-02T14:08:5351.04016377145888-113.92064113696547,POINT (-113.92064113696547 51.04016377145888)
 14 Street after Southland Drive SW ,"Two vehicle incident. Blocking the SB right lane, and NB left lane",4/2/2025 12:21,4/2/2025 13:13,SW,-114.0946085,50.95809976,1,2025-04-02T12:21:0050.958099764450814-114.09460847891924,POINT (-114.09460847891924 50.958099764450814)
 60 Street and 128 Avenue NE ,Traffic incident.,4/2/2025 11:07,4/2/2025 12:24,NE,-113.9474181,51.16544679,1,2025-04-02T11:07:4951.1654467884264-113.94741805382675,POINT (-113.94741805382675 51.1654467884264)
 Westbound 17 Avenue and 31 Street SE ,Traffic incident. blocking the left lane,4/2/2025 10:40,4/2/2025 12:24,SE,-113.9894303,51.03775653,1,2025-04-02T10:40:0151.037756533111434-113.9894303272515,POINT (-113.9894303272515 51.037756533111434)
 Southbound Tsuutina Trail and 90 Avenue SW ,Single vehicle incident. blocking the left lane,4/2/2025 10:08,4/2/2025 12:24,NW,-114.1617342,50.98269067,1,2025-04-02T10:08:3250.98269067281361-114.1617341978297,POINT (-114.1617341978297 50.98269067281361)
 Stoney Trail and Old Banff Coach Road SW ,Traffic incident.,4/2/2025 9:26,4/2/2025 11:08,SW,-114.2256105,51.06687168,1,2025-04-02T09:26:0951.06687168211973-114.22561054427611,POINT (-114.22561054427611 51.06687168211973)
 Harvest Hills Boulevard and Stoney Trail NE ,Two vehicle incident.,4/2/2025 9:14,4/2/2025 11:08,NE,-114.0686736,51.17366748,1,2025-04-02T09:14:1351.17366747527031-114.06867362627094,POINT (-114.06867362627094 51.17366747527031)
 Westbound 16 Avenue and 19 Street NE ,Traffic incident.,4/2/2025 9:09,4/2/2025 11:08,NE,-114.0141134,51.06703694,1,2025-04-02T09:09:5351.067036939557816-114.01411339077603,POINT (-114.01411339077603 51.067036939557816)
 Northbound Stoney Trail and 17 Avenue SE ,Traffic incident.,4/2/2025 9:07,4/2/2025 10:16,SW,-113.9208593,51.04186307,1,2025-04-02T09:07:2651.04186307022926-113.9208592599747,POINT (-113.9208592599747 51.04186307022926)
 Stoney Trail and 16 Avenue NE ,Traffic incident.,4/2/2025 8:50,4/2/2025 10:16,NE,-113.9207671,51.06686045,1,2025-04-02T08:50:5051.06686045236208-113.92076713255757,POINT (-113.92076713255757 51.06686045236208)
 Harvest Hills Boulevard and Country Village Wy NE ,Traffic incident.,4/2/2025 8:42,4/2/2025 10:16,NE,-114.07006,51.15658319,1,2025-04-02T08:42:5251.15658318530276-114.07006004400775,POINT (-114.07006004400775 51.15658318530276)
 126 Avenue and 52 Street SE ,Traffic signals work in progress. Police will be directing traffic on scene,4/2/2025 8:40,4/2/2025 13:09,NW,-113.9587154,50.93424619,1,2025-04-02T08:40:4950.934246185124906-113.95871535814078,POINT (-113.95871535814078 50.934246185124906)
 Southbound Deerfoot Trail and McKenzie Towne Boulevard SE ,Traffic incident. Blocking the right lane,4/2/2025 8:34,4/2/2025 11:08,SE,-113.97554,50.91311175,1,2025-04-02T08:34:2850.913111752127364-113.9755399730694,POINT (-113.9755399730694 50.913111752127364)
